name,url,cap_hit,cap_hit_pct,base_salary,signing_bonus,contract_start_year,contract_years_signed,contract_years_left,free_agent_year,salary_signed,status_after_contract,age,birthday,experience,country,college,drafted,team_name
David Kampf,https://www.spotrac.com/nhl/player/_/id/22457,2400000,2.73,1075000,1325000,2023,4,3,2027,9600000,UFA,29-258d,Jan 12 1995,5 Years,CZ,Chomutov,Undrafted CHI 2017,Toronto Maple Leafs
Calle Jarnkrok,https://www.spotrac.com/nhl/player/_/id/10717,2100000,2.39,775000,1325000,2022,4,2,2026,8400000,UFA,32-3d,Sep 25 1991,9 Years,SE,Brynas,Round 2 (#51 overall) 2010,Toronto Maple Leafs
Jake McCabe,https://www.spotrac.com/nhl/player/_/id/10791,4000000,4.55,5000000,-,2021,4,1,2025,16000000,UFA,30-350d,Oct 12 1993,9 Years,US,Wisconsin,Round 2 (#44 overall) 2012,Toronto Maple Leafs
Jani Hakanpaa,https://www.spotrac.com/nhl/player/_/id/10648,1470000,1.67,775000,695000,2024,1,1,2025,1470000,UFA,32-180d,Mar 31 1992,4 Years,FI,,Round 4 (#104 overall) 2010,Toronto Maple Leafs
Simon Benoit,https://www.spotrac.com/nhl/player/_/id/28740,1350000,1.53,1350000,-,2024,3,3,2027,4050000,UFA,26-7d,Sep 19 1998,2 Years,CA,,Undrafted ANA 2019,Toronto Maple Leafs
Bobby McMann,https://www.spotrac.com/nhl/player/_/id/76982,1350000,1.53,1350000,-,2024,2,2,2026,2700000,UFA,28-103d,Jun 15 1996,,CA,,Undrafted TOR 2022,Toronto Maple Leafs
Ryan Reaves,https://www.spotrac.com/nhl/player/_/id/6987,1350000,1.53,1350000,-,2023,3,2,2026,4050000,UFA,37-252d,Jan 20 1987,12 Years,CA,Brandon,Round 5 (#156 overall) 2005,Toronto Maple Leafs
Connor Dewar,https://www.spotrac.com/nhl/player/_/id/27162,1180000,1.34,780000,400000,2024,1,1,2025,1180000,RFA,25-62d,Jul 26 1999,1 Years,CA,Everett,Round 3 (#92 overall) 2018,Toronto Maple Leafs
Conor Timmins,https://www.spotrac.com/nhl/player/_/id/23751,1100000,1.25,1100000,-,2023,2,1,2025,2200000,RFA,26-8d,Sep 18 1998,3 Years,CA,Sault Ste. Marie,Round 2 (#32 overall) 2017,Toronto Maple Leafs
Matthew Knies,https://www.spotrac.com/nhl/player/_/id/73813,925000,1.05,832500,92500,2022,3,1,2025,2775000,RFA,21-343d,Oct 17 2002,,US,Tri-City,Round 2 (#57 overall) 2021,Toronto Maple Leafs
Nicholas Robertson,https://www.spotrac.com/nhl/player/_/id/31677,875000,0.99,875000,-,2024,1,1,2025,875000,RFA,23-14d,Sep 11 2001,,US,Peterborough,Round 2 (#53 overall) 2019,Toronto Maple Leafs
Pontus Holmberg,https://www.spotrac.com/nhl/player/_/id/27227,800000,0.91,825000,-,2023,2,1,2025,1600000,RFA,25-201d,Mar 09 1999,,SE,Vaxjo,Round 6 (#156 overall) 2018,Toronto Maple Leafs
Joseph Woll,https://www.spotrac.com/nhl/player/_/id/20347,766666,0.87,775000,-,2025,3,4,2028,10980000,UFA,26-76d,Jul 12 1998,,US,USA U-18,Round 3 (#62 overall) 2016,Toronto Maple Leafs
Mikhail Sergachev,https://www.spotrac.com/nhl/player/_/id/20291,8500000,9.66,5050000,6000000,2023,8,7,2031,68000000,UFA,26-93d,Jun 25 1998,6 Years,RU,Windsor,Round 1 (#9 overall) 2016,Utah Hockey Club
Shea Weber,https://www.spotrac.com/nhl/player/_/id/1859,7857143,8.93,1000000,-,2012,14,2,2026,110000000,UFA,39-47d,Aug 13 1985,15 Years,CA,Kelowna,Round 2 (#49 overall) 2003,Utah Hockey Club
Clayton Keller,https://www.spotrac.com/nhl/player/_/id/20288,7150000,8.13,7000000,-,2020,8,4,2028,57200000,UFA,26-59d,Jul 29 1998,7 Years,US,USA U-18,Round 1 (#7 overall) 2016,Utah Hockey Club
Sean Durzi,https://www.spotrac.com/nhl/player/_/id/27121,6000000,6.82,7100000,-,2024,4,4,2028,24000000,UFA,25-340d,Oct 21 1998,2 Years,CA,Owen Sound,Round 2 (#52 overall) 2018,Utah Hockey Club
Nick Schmaltz,https://www.spotrac.com/nhl/player/_/id/20148,5850000,6.65,6950000,1500000,2019,7,2,2026,40950000,UFA,28-216d,Feb 23 1996,7 Years,US,North Dakota,Round 1 (#20 overall) 2014,Utah Hockey Club
John Marino,https://www.spotrac.com/nhl/player/_/id/32462,4400000,5.00,6150000,-,2021,6,3,2027,26400000,UFA,27-128d,May 21 1997,3 Years,US,,Round 6 (#154 overall) 2015,Utah Hockey Club
Lawson Crouse,https://www.spotrac.com/nhl/player/_/id/17995,4300000,4.89,4600000,-,2022,5,3,2027,21500000,UFA,27-95d,Jun 23 1997,7 Years,US,Kingston,Round 1 (#11 overall) 2015,Utah Hockey Club
Alexander Kerfoot,https://www.spotrac.com/nhl/player/_/id/24408,3500000,3.98,4000000,-,2023,2,1,2025,7000000,UFA,30-47d,Aug 11 1994,6 Years,CA,Harvard,Round 5 (#150 overall) 2012,Utah Hockey Club
Matias Maccelli,https://www.spotrac.com/nhl/player/_/id/31722,3425000,3.89,3025000,-,2023,3,2,2026,10275000,RFA,23-346d,Oct 14 2000,2 Years,FI,Dubuque,Round 4 (#98 overall) 2019,Utah Hockey Club
Ian Cole,https://www.spotrac.com/nhl/player/_/id/7191,3100000,3.52,3100000,-,2024,1,1,2025,3100000,UFA,35-219d,Feb 21 1989,12 Years,US,Notre Dame,Round 1 (#18 overall) 2007,Utah Hockey Club
Karel Vejmelka,https://www.spotrac.com/nhl/player/_/id/72871,2725000,3.10,2775000,-,2022,3,1,2025,8175000,UFA,28-124d,May 25 1996,2 Years,CZ,,Undrafted ARI 2021,Utah Hockey Club
Barrett Hayton,https://www.spotrac.com/nhl/player/_/id/27041,2650000,3.01,2650000,-,2024,2,2,2026,5300000,RFA,24-108d,Jun 09 2000,4 Years,CA,Sault Ste. Marie,Round 1 (#5 overall) 2018,Utah Hockey Club
Nick Bjugstad,https://www.spotrac.com/nhl/player/_/id/12204,2100000,2.39,2100000,-,2023,2,1,2025,4200000,UFA,32-72d,Jul 17 1992,11 Years,US,Minnesota,Round 1 (#19 overall) 2010,Utah Hockey Club
Kevin Stenlund,https://www.spotrac.com/nhl/player/_/id/22618,2000000,2.27,2000000,-,2024,2,2,2026,4000000,UFA,27-6d,Sep 20 1996,4 Years,SE,HV 71,Round 2 (#58 overall) 2015,Utah Hockey Club
Juuso Valimaki,https://www.spotrac.com/nhl/player/_/id/23695,2000000,2.27,2000000,-,2024,2,2,2026,4000000,UFA,25-355d,Oct 06 1998,4 Years,FI,Tri-City,Round 1 (#16 overall) 2017,Utah Hockey Club
Connor Ingram,https://www.spotrac.com/nhl/player/_/id/20374,1950000,2.22,1950000,-,2023,3,2,2026,5850000,UFA,27-179d,Mar 31 1997,2 Years,CA,Kamloops,Round 3 (#88 overall) 2016,Utah Hockey Club
Jack McBain,https://www.spotrac.com/nhl/player/_/id/27132,1599999,1.82,1599999,-,2023,2,1,2025,3199998,RFA,24-263d,Jan 06 2000,2 Years,CA,Boston College,Round 3 (#63 overall) 2018,Utah Hockey Club
Michael Kesselring,https://www.spotrac.com/nhl/player/_/id/27235,1400000,1.59,1400000,-,2024,2,2,2026,2800000,RFA,24-256d,Jan 13 2000,,US,Des Moines (USHL),Round 6 (#164 overall) 2018,Utah Hockey Club
Liam O'Brien,https://www.spotrac.com/nhl/player/_/id/16151,1000000,1.14,1000000,-,2024,3,3,2027,3000000,UFA,30-60d,Jul 29 1994,6 Years,CA,,Undrafted WAS 2014,Utah Hockey Club
Logan Cooley,https://www.spotrac.com/nhl/player/_/id/78313,950000,1.08,855000,95000,2023,3,2,2026,13350000,RFA,20-143d,May 04 2004,,US,,Round 1 (#3 overall) 2022,Utah Hockey Club
Josh Doan,https://www.spotrac.com/nhl/player/_/id/73793,925000,1.05,832500,92500,2023,3,2,2026,2775000,RFA,22-236d,Feb 01 2002,,US,Chicago (USHL),Round 2 (#37 overall) 2021,Utah Hockey Club
Dylan Guenther,https://www.spotrac.com/nhl/player/_/id/73763,894167,1.02,832500,-,2022,3,1,2025,5325000,RFA,21-168d,Apr 10 2003,,CA,Edmonton,Round 1 (#9 overall) 2021,Utah Hockey Club
Michael Carcone,https://www.spotrac.com/nhl/player/_/id/20801,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,28-130d,May 19 1996,2 Years,CA,Drummondville,Undrafted VAN 2016,Utah Hockey Club
Vladislav Kolyachonok,https://www.spotrac.com/nhl/player/_/id/31676,775000,0.88,775000,-,2024,2,2,2026,1550000,RFA,23-122d,May 26 2001,,BY,Flint,Round 2 (#52 overall) 2019,Utah Hockey Club
Elias Pettersson,https://www.spotrac.com/nhl/player/_/id/23684,11600000,13.18,2500000,12000000,2024,8,8,2032,92800000,UFA,25-318d,Nov 12 1998,4 Years,SE,Timra,Round 1 (#5 overall) 2017,Vancouver Canucks
J.T. Miller,https://www.spotrac.com/nhl/player/_/id/12653,8000000,9.09,5000000,4000000,2023,7,6,2030,56000000,UFA,31-197d,Mar 14 1993,10 Years,US,Plymouth,Round 1 (#15 overall) 2011,Vancouver Canucks
Quinn Hughes,https://www.spotrac.com/nhl/player/_/id/27046,7850000,8.92,9500000,-,2021,6,3,2027,47100000,UFA,24-347d,Oct 14 1999,4 Years,US,Michigan,Round 1 (#7 overall) 2018,Vancouver Canucks
Filip Hronek,https://www.spotrac.com/nhl/player/_/id/20338,7250000,8.24,5500000,4000000,2024,8,8,2032,58000000,UFA,26-328d,Nov 02 1997,4 Years,CZ,Hr. Kralove,Round 2 (#53 overall) 2016,Vancouver Canucks
Brock Boeser,https://www.spotrac.com/nhl/player/_/id/21671,6650000,7.56,6650000,-,2022,3,1,2025,19950000,UFA,27-213d,Feb 25 1997,6 Years,US,North Dakota,Round 1 (#23 overall) 2015,Vancouver Canucks
Jake DeBrusk,https://www.spotrac.com/nhl/player/_/id/18297,5500000,6.25,2500000,4000000,2024,7,7,2031,38500000,UFA,27-344d,Oct 17 1996,6 Years,CA,Swift Current,Round 1 (#14 overall) 2015,Vancouver Canucks
Thatcher Demko,https://www.spotrac.com/nhl/player/_/id/18938,5000000,5.68,6000000,-,2021,5,2,2026,25000000,UFA,28-293d,Dec 08 1995,5 Years,US,Boston College,Round 2 (#36 overall) 2014,Vancouver Canucks
Conor Garland,https://www.spotrac.com/nhl/player/_/id/18520,4950000,5.63,6000000,-,2021,5,2,2026,24750000,UFA,28-199d,Mar 11 1996,4 Years,US,Moncton,Round 5 (#123 overall) 2015,Vancouver Canucks
Carson Soucy,https://www.spotrac.com/nhl/player/_/id/21718,3250000,3.69,3250000,-,2023,3,2,2026,9750000,UFA,30-62d,Jul 27 1994,4 Years,CA,Minnesota-Duluth,Round 5 (#137 overall) 2013,Vancouver Canucks
Dakota Joshua,https://www.spotrac.com/nhl/player/_/id/32386,3250000,3.69,2500000,2000000,2024,4,4,2028,13000000,UFA,28-134d,May 15 1996,2 Years,US,,Round 5 (#128 overall) 2014,Vancouver Canucks
Tyler Myers,https://www.spotrac.com/nhl/player/_/id/6348,3000000,3.41,3800000,-,2024,3,3,2027,9000000,UFA,34-239d,Feb 01 1990,13 Years,US,Kelowna,Round 1 (#12 overall) 2008,Vancouver Canucks
Tucker Poolman,https://www.spotrac.com/nhl/player/_/id/21695,2500000,2.84,3000000,-,2021,4,1,2025,10000000,UFA,31-111d,Jun 08 1993,1 Years,US,North Dakota,Round 5 (#127 overall) 2013,Vancouver Canucks
Danton Heinen,https://www.spotrac.com/nhl/player/_/id/18919,2250000,2.56,775000,1725000,2024,2,2,2026,4500000,UFA,29-84d,Jul 05 1995,6 Years,CA,Denver,Round 4 (#116 overall) 2014,Vancouver Canucks
Vincent Desharnais,https://www.spotrac.com/nhl/player/_/id/20470,2000000,2.27,775000,1500000,2024,2,2,2026,4000000,UFA,28-120d,May 29 1996,1 Years,CA,Providence,Round 7 (#183 overall) 2016,Vancouver Canucks
Theodor Blueger,https://www.spotrac.com/nhl/player/_/id/10799,1800000,2.05,775000,1175000,2024,2,2,2026,3600000,UFA,30-43d,Aug 15 1994,4 Years,LV,Minnesota State,Round 2 (#52 overall) 2012,Vancouver Canucks
Pius Suter,https://www.spotrac.com/nhl/player/_/id/48857,1600000,1.82,1600000,-,2023,2,1,2025,3200000,UFA,28-125d,May 24 1996,2 Years,CH,,Undrafted CHI 2020,Vancouver Canucks
Derek Forbort,https://www.spotrac.com/nhl/player/_/id/12209,1500000,1.70,1500000,-,2024,1,1,2025,1500000,UFA,32-207d,Mar 04 1992,8 Years,US,North Dakota,Round 1 (#15 overall) 2010,Vancouver Canucks
Kiefer Sherwood,https://www.spotrac.com/nhl/player/_/id/25031,1500000,1.70,775000,925000,2024,2,2,2026,3000000,UFA,29-180d,Mar 31 1995,,US,Miami (OH),Undrafted ANA 2018,Vancouver Canucks
Nils Hoglander,https://www.spotrac.com/nhl/player/_/id/31664,1100000,1.25,1200000,-,2023,2,1,2025,2200000,RFA,23-279d,Dec 20 2000,,SE,Rogle,Round 2 (#40 overall) 2019,Vancouver Canucks
Daniel Sprong,https://www.spotrac.com/nhl/player/_/id/18147,975000,1.11,775000,200000,2024,1,1,2025,975000,UFA,27-193d,Mar 17 1997,7 Years,NL,Charlottetown,Round 2 (#46 overall) 2015,Vancouver Canucks
Arturs Silovs,https://www.spotrac.com/nhl/player/_/id/31780,850000,0.97,800000,100000,2024,2,2,2026,1700000,RFA,23-187d,Mar 22 2001,,LV,Riga,Round 6 (#156 overall) 2019,Vancouver Canucks
Nils Åman,https://www.spotrac.com/nhl/player/_/id/63028,825000,0.94,875000,-,2024,2,2,2026,1650000,RFA,24-231d,Feb 07 2000,,SE,,Round 6 (#167 overall) 2020,Vancouver Canucks
Nils Åman,https://www.spotrac.com/nhl/player/_/id/63028,825000,0.94,775000,-,2024,2,2,2026,1650000,RFA,24-231d,Feb 07 2000,,SE,,Round 6 (#167 overall) 2020,Vancouver Canucks
Noah Juulsen,https://www.spotrac.com/nhl/player/_/id/17979,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,27-177d,Apr 02 1997,,CA,Everett,Round 1 (#26 overall) 2015,Vancouver Canucks
Phillip di Giuseppe,https://www.spotrac.com/nhl/player/_/id/10785,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,30-353d,Oct 09 1993,6 Years,,Michigan,Round 2 (#38 overall) 2012,Vancouver Canucks
Jack Eichel,https://www.spotrac.com/nhl/player/_/id/17892,10000000,11.36,10000000,-,2018,8,2,2026,80000000,UFA,27-333d,Oct 28 1996,7 Years,US,Boston,Round 1 (#2 overall) 2015,Vegas Golden Knights
Mark Stone,https://www.spotrac.com/nhl/player/_/id/8404,9500000,10.80,6000000,5000000,2019,8,3,2027,76000000,UFA,32-137d,May 13 1992,10 Years,CA,Brandon,Round 6 (#178 overall) 2010,Vegas Golden Knights
Alex Pietrangelo,https://www.spotrac.com/nhl/player/_/id/6375,8800000,10.00,4500000,8000000,2020,7,3,2027,61600000,UFA,34-253d,Jan 18 1990,14 Years,CA,Niagara,Round 1 (#4 overall) 2008,Vegas Golden Knights
Noah Hanifin,https://www.spotrac.com/nhl/player/_/id/17987,7350000,8.35,1000000,8500000,2024,8,8,2032,58800000,UFA,27-244d,Jan 25 1997,8 Years,US,Boston College,Round 1 (#5 overall) 2015,Vegas Golden Knights
Tomas Hertl,https://www.spotrac.com/nhl/player/_/id/13232,8137500,9.25,7750000,2500000,2022,8,6,2030,65100000,UFA,30-319d,Nov 12 1993,9 Years,CZ,Slavia,Round 1 (#17 overall) 2012,Vegas Golden Knights
William Karlsson,https://www.spotrac.com/nhl/player/_/id/13162,5900000,6.70,5600000,-,2019,8,3,2027,47200000,UFA,31-262d,Jan 08 1993,8 Years,SE,Vasteras,Round 2 (#53 overall) 2011,Vegas Golden Knights
Shea Theodore,https://www.spotrac.com/nhl/player/_/id/13567,5200000,5.91,5200000,-,2018,7,1,2025,36400000,UFA,29-55d,Aug 03 1995,7 Years,CA,Seattle,Round 1 (#26 overall) 2013,Vegas Golden Knights
Ivan Barbashev,https://www.spotrac.com/nhl/player/_/id/15599,5000000,5.68,5400000,-,2023,5,4,2028,25000000,UFA,28-287d,Dec 14 1995,6 Years,RU,Moncton,Round 2 (#33 overall) 2014,Vegas Golden Knights
Robin Lehner,https://www.spotrac.com/nhl/player/_/id/11838,5000000,5.68,4500000,-,2020,5,1,2025,25000000,UFA,33-66d,Jul 24 1991,9 Years,SE,Sault Ste. Marie,Round 2 (#46 overall) 2009,Vegas Golden Knights
Adin Hill,https://www.spotrac.com/nhl/player/_/id/18902,4900000,5.57,4200000,-,2023,2,1,2025,9800000,UFA,28-138d,May 11 1996,5 Years,CA,Portland,Round 3 (#76 overall) 2015,Vegas Golden Knights
Nicolas Roy,https://www.spotrac.com/nhl/player/_/id/18926,3000000,3.41,3000000,-,2022,5,3,2027,15000000,UFA,27-233d,Feb 05 1997,5 Years,CA,Chicoutimi,,Vegas Golden Knights
Brayden McNabb,https://www.spotrac.com/nhl/player/_/id/8003,2850000,3.24,2200000,-,2022,3,1,2025,8550000,UFA,33-250d,Jan 21 1991,10 Years,CA,Kootenay,Round 3 (#66 overall) 2009,Vegas Golden Knights
Zach Whitecloud,https://www.spotrac.com/nhl/player/_/id/25012,2750000,3.13,2750000,-,2022,6,4,2028,16500000,UFA,27-302d,Nov 28 1996,4 Years,CA,Bemidji State,Undrafted VGK 2018,Vegas Golden Knights
Nicolas Hague,https://www.spotrac.com/nhl/player/_/id/23753,2294150,2.61,2700000,-,2022,3,1,2025,6882450,RFA,25-295d,Dec 05 1998,3 Years,CA,Mississauga,Round 2 (#34 overall) 2017,Vegas Golden Knights
Brett Howden,https://www.spotrac.com/nhl/player/_/id/20311,1900000,2.16,1650000,-,2023,2,1,2025,3800000,UFA,26-181d,Mar 29 1998,4 Years,CA,Moose Jaw,Round 1 (#27 overall) 2016,Vegas Golden Knights
Pavel Dorofeyev,https://www.spotrac.com/nhl/player/_/id/31703,1835000,2.09,775000,1295000,2024,2,2,2026,3670000,RFA,23-334d,Oct 26 2000,1 Years,RU,Magnitogorsk,Round 3 (#79 overall) 2019,Vegas Golden Knights
Ilya Samsonov,https://www.spotrac.com/nhl/player/_/id/25720,1800000,2.05,1800000,-,2024,1,1,2025,1800000,UFA,27-216d,Feb 22 1997,3 Years,RU,Magnitogorsk,Round 1 (#22 overall) 2015,Vegas Golden Knights
Keegan Kolesar,https://www.spotrac.com/nhl/player/_/id/18518,1400000,1.59,1400000,-,2022,3,1,2025,4200000,UFA,27-171d,Apr 08 1997,3 Years,CA,Seattle,Round 3 (#69 overall) 2015,Vegas Golden Knights
Victor Olofsson,https://www.spotrac.com/nhl/player/_/id/25131,1075000,1.22,1075000,-,2024,1,1,2025,1075000,UFA,29-71d,Jul 18 1995,5 Years,SE,,Round 7 (#181 overall) 2014,Vegas Golden Knights
Ben Hutton,https://www.spotrac.com/nhl/player/_/id/17937,975000,1.11,975000,-,2024,2,2,2026,1950000,UFA,31-160d,Apr 20 1993,7 Years,CA,Kemptville 73s,Round 5 (#147 overall) 2012,Vegas Golden Knights
Brendan Brisson,https://www.spotrac.com/nhl/player/_/id/62886,925000,1.05,832500,92500,2022,3,1,2025,2775000,RFA,22-338d,Oct 22 2001,,US,,Round 1 (#29 overall) 2020,Vegas Golden Knights
Alexander Holtz,https://www.spotrac.com/nhl/player/_/id/62864,894167,1.02,832500,-,2022,3,1,2025,5325000,RFA,22-245d,Jan 23 2002,,SE,,Round 1 (#7 overall) 2020,Vegas Golden Knights
Tanner Laczynski,https://www.spotrac.com/nhl/player/_/id/20456,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,27-117d,Jun 01 1997,2 Years,US,Lincoln,Round 6 (#169 overall) 2016,Vegas Golden Knights
Jonas Rondbjerg,https://www.spotrac.com/nhl/player/_/id/23787,766667,0.87,775000,-,2022,3,1,2025,2300000,RFA,25-179d,Mar 31 1999,,DK,Vaxjo,Round 3 (#65 overall) 2017,Vegas Golden Knights
Alex Ovechkin,https://www.spotrac.com/nhl/player/_/id/2179,9500000,10.80,5000000,6000000,2021,5,2,2026,47500000,UFA,39-12d,Sep 17 1985,17 Years,RU,Dynamo Moscow,Round 1 (#1 overall) 2004,Washington Capitals
Nicklas Backstrom,https://www.spotrac.com/nhl/player/_/id/2168,9200000,10.45,6000000,2000000,2020,5,1,2025,46000000,UFA,36-310d,Nov 23 1987,15 Years,SE,Brynas,Round 1 (#4 overall) 2006,Washington Capitals
Pierre-Luc Dubois,https://www.spotrac.com/nhl/player/_/id/20280,8500000,9.66,8000000,3250000,2023,8,7,2031,68000000,UFA,26-94d,Jun 24 1998,5 Years,CA,Cape Breton,Round 1 (#3 overall) 2016,Washington Capitals
John Carlson,https://www.spotrac.com/nhl/player/_/id/7201,8000000,9.09,4000000,2000000,2018,8,2,2026,64000000,UFA,34-261d,Jan 10 1990,13 Years,US,London,Round 1 (#27 overall) 2008,Washington Capitals
Thomas Wilson,https://www.spotrac.com/nhl/player/_/id/10763,6500000,7.39,4000000,5000000,2024,7,7,2031,45500000,UFA,30-182d,Mar 29 1994,9 Years,CA,Plymouth,Round 1 (#16 overall) 2012,Washington Capitals
Andrew Mangiapane,https://www.spotrac.com/nhl/player/_/id/18864,5800000,6.59,5800000,-,2022,3,1,2025,17400000,UFA,28-175d,Apr 04 1996,6 Years,CA,Barrie,Round 6 (#166 overall) 2015,Washington Capitals
Matt Roy,https://www.spotrac.com/nhl/player/_/id/21684,5750000,6.53,4000000,3000000,2024,6,6,2030,34500000,UFA,29-210d,Mar 01 1995,4 Years,US,Michigan Tech,Round 7 (#194 overall) 2015,Washington Capitals
T.J. Oshie,https://www.spotrac.com/nhl/player/_/id/4911,5750000,6.53,3000000,1000000,2017,8,1,2025,46000000,UFA,37-280d,Dec 23 1986,14 Years,US,North Dakota,Round 1 (#24 overall) 2005,Washington Capitals
Dylan Strome,https://www.spotrac.com/nhl/player/_/id/17894,5000000,5.68,4000000,2000000,2023,5,4,2028,25000000,UFA,27-203d,Mar 07 1997,6 Years,CA,Erie,Round 1 (#3 overall) 2015,Washington Capitals
Jakob Chychrun,https://www.spotrac.com/nhl/player/_/id/20298,4600000,5.23,6000000,1000000,2019,6,1,2025,27600000,UFA,26-179d,Mar 31 1998,6 Years,US,Sarnia,Round 1 (#16 overall) 2016,Washington Capitals
Rasmus Sandin,https://www.spotrac.com/nhl/player/_/id/27092,4600000,5.23,3000000,2000000,2024,5,5,2029,23000000,UFA,24-202d,Mar 07 2000,3 Years,SE,Sault Ste. Marie,Round 1 (#29 overall) 2018,Washington Capitals
Aliaksei Protas,https://www.spotrac.com/nhl/player/_/id/31715,3375000,3.84,2000000,2000000,2024,5,5,2029,16875000,UFA,23-262d,Jan 06 2001,,BY,Prince Albert,Round 3 (#91 overall) 2019,Washington Capitals
Trevor Van Riemsdyk,https://www.spotrac.com/nhl/player/_/id/15562,3000000,3.41,2000000,1000000,2023,3,2,2026,9000000,UFA,33-66d,Jul 24 1991,8 Years,US,New Hampshire,Undrafted CHI 2014,Washington Capitals
Martin Fehervary,https://www.spotrac.com/nhl/player/_/id/27115,2675000,3.04,1550000,1000000,2023,3,2,2026,8025000,RFA,24-355d,Oct 06 1999,2 Years,SK,HV 71,Round 2 (#46 overall) 2018,Washington Capitals
Connor McMichael,https://www.spotrac.com/nhl/player/_/id/31648,2100000,2.39,1600000,500000,2024,2,2,2026,4200000,RFA,23-253d,Jan 15 2001,1 Years,CA,London,Round 1 (#25 overall) 2019,Washington Capitals
Ethan Bear,https://www.spotrac.com/nhl/player/_/id/20625,2062500,2.34,2750000,-,2023,2,1,2025,4125000,UFA,27-92d,Jun 26 1997,4 Years,CA,Seattle,Round 5 (#124 overall) 2015,Washington Capitals
Sonny Milano,https://www.spotrac.com/nhl/player/_/id/15842,1900000,2.16,1900000,-,2023,3,2,2026,5700000,UFA,28-137d,May 12 1996,7 Years,,,Round 1 (#16 overall) 2014,Washington Capitals
Brandon Duhaime,https://www.spotrac.com/nhl/player/_/id/20393,1850000,2.10,2000000,-,2024,2,2,2026,3700000,UFA,27-127d,May 22 1997,1 Years,US,Tri-,Round 4 (#106 overall) 2016,Washington Capitals
Nic Dowd,https://www.spotrac.com/nhl/player/_/id/16636,1300000,1.48,1000000,-,2022,3,1,2025,3900000,UFA,34-124d,May 27 1990,7 Years,US,St. Cloud State,Round 7 (#197 overall) 2009,Washington Capitals
Charlie Lindgren,https://www.spotrac.com/nhl/player/_/id/18890,1100000,1.25,1000000,-,2022,3,1,2025,3300000,UFA,30-283d,Dec 18 1993,6 Years,US,St. Cloud State,Undrafted MTL 2016,Washington Capitals
Taylor Raddysh,https://www.spotrac.com/nhl/player/_/id/20343,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,26-220d,Feb 18 1998,2 Years,CA,Erie,Round 2 (#58 overall) 2016,Washington Capitals
Hendrix Lapierre,https://www.spotrac.com/nhl/player/_/id/62879,863333,0.98,832500,-,2022,3,1,2025,3502500,RFA,22-228d,Feb 09 2002,,CA,,Round 1 (#22 overall) 2020,Washington Capitals
Alexander Alexeyev,https://www.spotrac.com/nhl/player/_/id/27094,825000,0.94,875000,-,2023,2,1,2025,1650000,RFA,24-315d,Nov 15 1999,1 Years,RU,Red Deer,Round 1 (#31 overall) 2018,Washington Capitals
Logan Thompson,https://www.spotrac.com/nhl/player/_/id/48850,766666,0.87,775000,-,2022,3,1,2025,2300000,UFA,27-213d,Feb 25 1997,2 Years,CA,,Undrafted VGK 2020,Washington Capitals
Connor Hellebuyck,https://www.spotrac.com/nhl/player/_/id/15258,8500000,9.66,5000000,5000000,2024,7,7,2031,59500000,UFA,31-131d,May 19 1993,7 Years,US,Massachusetts-Lowell,Round 5 (#130 overall) 2012,Winnipeg Jets
Mark Scheifele,https://www.spotrac.com/nhl/player/_/id/8428,8500000,9.66,5000000,5000000,2024,7,7,2031,59500000,UFA,31-196d,Mar 15 1993,11 Years,CA,Barrie,Round 1 (#7 overall) 2011,Winnipeg Jets
Kyle Connor,https://www.spotrac.com/nhl/player/_/id/18921,7142857,8.12,7500000,-,2019,7,2,2026,50000000,UFA,27-291d,Dec 09 1996,6 Years,US,Michigan,Round 1 (#17 overall) 2015,Winnipeg Jets
Joshua Morrissey,https://www.spotrac.com/nhl/player/_/id/13600,6250000,7.10,6400000,-,2020,8,4,2028,50000000,UFA,29-183d,Mar 28 1995,7 Years,CA,Prince Albert,Round 1 (#13 overall) 2013,Winnipeg Jets
Nikolaj Ehlers,https://www.spotrac.com/nhl/player/_/id/15820,6000000,6.82,6750000,-,2018,7,1,2025,42000000,UFA,28-225d,Feb 14 1996,7 Years,DK,Biel,Round 1 (#9 overall) 2014,Winnipeg Jets
Neal Pionk,https://www.spotrac.com/nhl/player/_/id/22458,5875000,6.68,6000000,-,2021,4,1,2025,23500000,UFA,29-60d,Jul 29 1995,5 Years,US,Minnesota-Duluth,Undrafted NYR 2017,Winnipeg Jets
Dylan Demelo,https://www.spotrac.com/nhl/player/_/id/9548,4900000,5.57,5500000,-,2024,4,4,2028,19600000,UFA,31-149d,May 01 1993,7 Years,CA,Mississauga,Round 6 (#178 overall) 2011,Winnipeg Jets
Nino Niederreiter,https://www.spotrac.com/nhl/player/_/id/8785,4000000,4.55,4500000,-,2024,3,3,2027,12000000,UFA,32-19d,Sep 08 1992,11 Years,CH,Portland,Round 1 (#5 overall) 2010,Winnipeg Jets
Alex Iafallo,https://www.spotrac.com/nhl/player/_/id/21726,4000000,4.55,3700000,-,2021,4,1,2025,16000000,UFA,30-280d,Dec 21 1993,5 Years,US,Minnesota-Duluth,Undrafted LAK 2017,Winnipeg Jets
