player,Position,cps,url,cap_hit,cap_hit_pct,base_salary,signing_bonus,contract_start_year,contract_years_signed,contract_years_left,free_agent_year,salary_signed,status_after_contract,age,birthday,experience,country,college,drafted,team_name
Travis Hamonic,D,0.2347005768022582,https://www.spotrac.com/nhl/player/_/id/6843,1100000,1.25,1100000,-,2023,2,1,2025,2200000,UFA,34-44d,Aug 15 1990,12 Years,CA,Moose Jaw,Round 2 (#53 overall) 2008,Ottawa Senators
Joel Edmundson,D,0.2624050862549787,https://www.spotrac.com/nhl/player/_/id/12016,3850000,4.38,775000,3725000,2024,4,4,2028,15400000,UFA,31-91d,Jun 28 1993,7 Years,CA,Moose Jaw,Round 2 (#46 overall) 2011,Los Angeles Kings
Carson Soucy,D,0.242151858895964,https://www.spotrac.com/nhl/player/_/id/21718,3250000,3.69,3250000,-,2023,3,2,2026,9750000,UFA,30-62d,Jul 27 1994,4 Years,CA,Minnesota-Duluth,Round 5 (#137 overall) 2013,Vancouver Canucks
Tomas Nosek,L,0.1005670509015989,https://www.spotrac.com/nhl/player/_/id/15344,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,32-26d,Sep 01 1992,7 Years,CZ,Pardubice HC,Undrafted DET 2014,Florida Panthers
Tyson Jost,C,0.155581381567709,https://www.spotrac.com/nhl/player/_/id/20292,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,26-196d,Mar 14 1998,7 Years,CA,Penticton,Round 1 (#10 overall) 2016,Carolina Hurricanes
Filip Chytil,C,0.1188426027176621,https://www.spotrac.com/nhl/player/_/id/23700,4437500,5.04,4625000,-,2023,4,3,2027,17750000,UFA,25-21d,Sep 05 1999,5 Years,CZ,Zlin,Round 1 (#21 overall) 2017,New York Rangers
Oliver Wahlstrom,R,0.0956303823627043,https://www.spotrac.com/nhl/player/_/id/27050,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,24-104d,Jun 13 2000,2 Years,US,USA U-18,Round 1 (#11 overall) 2018,New York Islanders
Jonatan Berggren,R,0.0590499273997605,https://www.spotrac.com/nhl/player/_/id/27102,825000,0.94,825000,-,2024,1,1,2025,825000,RFA,24-71d,Jul 16 2000,,SE,Skelleftea,Round 2 (#33 overall) 2018,Detroit Red Wings
Brandt Clarke,D,0.0946082045579286,https://www.spotrac.com/nhl/player/_/id/73762,863333,0.98,832500,-,2023,3,2,2026,5325000,RFA,21-228d,Feb 09 2003,,CA,Barrie,Round 1 (#8 overall) 2021,Los Angeles Kings
Jared Spurgeon,D,0.1345532814411537,https://www.spotrac.com/nhl/player/_/id/7154,7575000,8.61,8000000,-,2020,7,3,2027,53025000,UFA,34-303d,Nov 29 1989,12 Years,CA,Spokane,Round 6 (#156 overall) 2008,Minnesota Wild
Justin Holl,D,0.189354833660766,https://www.spotrac.com/nhl/player/_/id/20624,3400000,3.86,3400000,-,2023,3,2,2026,10200000,UFA,32-241d,Jan 30 1992,6 Years,US,Minnesota,Round 2 (#54 overall) 2010,Detroit Red Wings
Scott Mayfield,D,0.2732135678118734,https://www.spotrac.com/nhl/player/_/id/12211,3500000,3.98,3500000,-,2023,7,6,2030,24500000,UFA,31-348d,Oct 14 1992,8 Years,US,Denver,Round 2 (#34 overall) 2011,New York Islanders
Joel Hanley,D,0.1892452472039659,https://www.spotrac.com/nhl/player/_/id/18005,787500,0.89,800000,-,2023,2,1,2025,1575000,UFA,33-112d,Jun 08 1991,8 Years,US,Massachusetts,Undrafted MTL 2015,Calgary Flames
Brendan Lemieux,L,0.0845565450591921,https://www.spotrac.com/nhl/player/_/id/17964,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,28-195d,Mar 15 1996,6 Years,US,Barrie,Round 2 (#31 overall) 2014,Carolina Hurricanes
Axel Jonsson-Fjallby,L,0.0764890922998478,https://www.spotrac.com/nhl/player/_/id/20434,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,26-228d,Feb 10 1998,1 Years,SE,Djurgarden,Round 5 (#147 overall) 2016,Winnipeg Jets
Simon Benoit,D,0.4087728604254192,https://www.spotrac.com/nhl/player/_/id/28740,1350000,1.53,1350000,-,2024,3,3,2027,4050000,UFA,26-7d,Sep 19 1998,2 Years,CA,,Undrafted ANA 2019,Toronto Maple Leafs
Reese Johnson,C,0.1488914816778226,https://www.spotrac.com/nhl/player/_/id/28750,775000,0.88,775000,-,2024,1,1,2025,775000,RFA,26-78d,Jul 10 1998,3 Years,CA,,Undrafted CHI 2019,Minnesota Wild
Samuel Bolduc,D,0.1566528078281079,https://www.spotrac.com/nhl/player/_/id/31681,800000,0.91,800000,-,2023,2,1,2025,1600000,RFA,23-290d,Dec 09 2000,,CA,Blainville-Boisbrian,Round 2 (#57 overall) 2019,New York Islanders
Shane Wright,C,0.1314203261665782,https://www.spotrac.com/nhl/player/_/id/78314,886666,1.01,855000,95000,2024,3,3,2027,12037500,RFA,20-263d,Jan 05 2004,,CA,,Round 1 (#4 overall) 2022,Seattle Kraken
Nicolas Deslauriers,L,0.1106927247635307,https://www.spotrac.com/nhl/player/_/id/13088,1750000,1.99,1500000,-,2022,4,2,2026,7000000,UFA,33-218d,Feb 22 1991,9 Years,CA,Rouyn-Noranda,Round 3 (#84 overall) 2009,Philadelphia Flyers
Derek Forbort,D,0.226513959076864,https://www.spotrac.com/nhl/player/_/id/12209,1500000,1.7,1500000,-,2024,1,1,2025,1500000,UFA,32-207d,Mar 04 1992,8 Years,US,North Dakota,Round 1 (#15 overall) 2010,Vancouver Canucks
Taylor Hall,L,0.0623748781778899,https://www.spotrac.com/nhl/player/_/id/6944,6000000,6.82,5250000,-,2021,4,1,2025,24000000,UFA,32-318d,Nov 14 1991,13 Years,CA,Windsor,Round 1 (#1 overall) 2010,Chicago Blackhawks
Matt Nieto,L,0.0722372485941904,https://www.spotrac.com/nhl/player/_/id/12182,900000,1.02,900000,-,2023,2,1,2025,1800000,UFA,31-326d,Nov 05 1992,9 Years,US,Boston,Round 2 (#47 overall) 2011,Pittsburgh Penguins
Chad Ruhwedel,D,0.2199388990473374,https://www.spotrac.com/nhl/player/_/id/12233,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,34-144d,May 07 1990,10 Years,US,Massachusetts,Undrafted PIT 2013,New York Rangers
Rasmus Ristolainen,D,0.1772902284030188,https://www.spotrac.com/nhl/player/_/id/13410,5100000,5.8,6500000,-,2022,5,3,2027,25500000,UFA,29-304d,Nov 27 1994,9 Years,FI,TPS,Round 1 (#8 overall) 2013,Philadelphia Flyers
Ross Johnston,L,0.1127193114322874,https://www.spotrac.com/nhl/player/_/id/16614,1100000,1.25,1100000,-,2022,4,2,2026,4400000,UFA,30-221d,Feb 18 1994,6 Years,CA,Moncton,Undrafted NYI 2015,Anaheim Ducks
Max Willman,C,0.1108080368874204,https://www.spotrac.com/nhl/player/_/id/72091,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,29-226d,Feb 13 1995,,US,,Undrafted PHI 2021,New Jersey Devils
Jansen Harkins,C,0.1967944797752346,https://www.spotrac.com/nhl/player/_/id/21705,787500,0.89,775000,-,2024,2,2,2026,1575000,UFA,27-126d,May 23 1997,2 Years,CA,Prince George,Round 2 (#47 overall) 2015,Anaheim Ducks
Ethan Bear,D,0.1272576918856915,https://www.spotrac.com/nhl/player/_/id/20625,2062500,2.34,2750000,-,2023,2,1,2025,4125000,UFA,27-92d,Jun 26 1997,4 Years,CA,Seattle,Round 5 (#124 overall) 2015,Washington Capitals
Kevin Rooney,C,0.1490272977916567,https://www.spotrac.com/nhl/player/_/id/21576,1300000,1.48,1300000,-,2024,1,1,2025,1300000,UFA,31-129d,May 21 1993,6 Years,US,Providence,Undrafted NJD 2017,Calgary Flames
Jonah Gadjovich,L,0.0831705975626888,https://www.spotrac.com/nhl/player/_/id/23774,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,25-349d,Oct 12 1998,1 Years,CA,Owen Sound,Round 2 (#55 overall) 2017,Florida Panthers
Akil Thomas,C,0.1063064713127917,https://www.spotrac.com/nhl/player/_/id/27120,775000,0.88,775000,-,2024,2,2,2026,1550000,RFA,24-267d,Jan 02 2000,,US,Niagara,Round 2 (#51 overall) 2018,Los Angeles Kings
Spencer Stastney,D,0.1288763797339722,https://www.spotrac.com/nhl/player/_/id/27202,825000,0.94,825000,-,2024,2,2,2026,1650000,RFA,24-265d,Jan 04 2000,,US,USA U-18,Round 5 (#131 overall) 2018,Nashville Predators
Alex Turcotte,C,0.1361420537611679,https://www.spotrac.com/nhl/player/_/id/31629,775000,0.88,775000,-,2024,3,3,2027,2325000,RFA,23-211d,Feb 26 2001,,US,USA U-18,Round 1 (#5 overall) 2019,Los Angeles Kings
Vladislav Kolyachonok,D,0.065578438897924,https://www.spotrac.com/nhl/player/_/id/31676,775000,0.88,775000,-,2024,2,2,2026,1550000,RFA,23-122d,May 26 2001,,BY,Flint,Round 2 (#52 overall) 2019,Utah Hockey Club
Marat Khusnutdinov,C,0.1269792312489601,https://www.spotrac.com/nhl/player/_/id/62898,925000,1.05,832500,92500,2023,2,1,2025,2700000,RFA,22-70d,Jul 17 2002,,RU,,Round 2 (#37 overall) 2020,Minnesota Wild
Brock McGinn,L,0.0702857670841386,https://www.spotrac.com/nhl/player/_/id/10794,2750000,3.13,2750000,-,2021,4,1,2025,11000000,UFA,30-237d,Feb 02 1994,8 Years,CA,Guelph,Round 2 (#47 overall) 2012,Anaheim Ducks
Zack MacEwen,R,0.0618412849946401,https://www.spotrac.com/nhl/player/_/id/21582,775000,0.88,775000,-,2023,3,2,2026,2325000,UFA,28-80d,Jul 08 1996,4 Years,CA,Moncton,Undrafted VAN 2017,Ottawa Senators
Jonas Rondbjerg,R,0.0701312446573076,https://www.spotrac.com/nhl/player/_/id/23787,766667,0.87,775000,-,2022,3,1,2025,2300000,RFA,25-179d,Mar 31 1999,,DK,Vaxjo,Round 3 (#65 overall) 2017,Vegas Golden Knights
Trey Fix-Wolansky,R,0.0567597097362524,https://www.spotrac.com/nhl/player/_/id/27275,775000,0.88,775000,-,2023,2,1,2025,1550000,RFA,25-123d,May 26 1999,,CA,Edmonton,Round 7 (#204 overall) 2018,Columbus Blue Jackets
Alexander Alexeyev,D,0.1853367109156705,https://www.spotrac.com/nhl/player/_/id/27094,825000,0.94,875000,-,2023,2,1,2025,1650000,RFA,24-315d,Nov 15 1999,1 Years,RU,Red Deer,Round 1 (#31 overall) 2018,Washington Capitals
Angus Crookshank,L,0.0544782433409538,https://www.spotrac.com/nhl/player/_/id/27197,775000,0.88,775000,-,2024,1,1,2025,775000,RFA,24-359d,Oct 02 1999,,CA,Langley,Round 5 (#126 overall) 2018,Ottawa Senators
Uvis Balinskis,D,0.1243491444066733,https://www.spotrac.com/nhl/player/_/id/82195,850000,0.97,850000,-,2024,2,2,2026,1700000,UFA,28-56d,Aug 01 1996,,LV,,Undrafted FLA 2023,Florida Panthers
Chris Wagner,R,0.0465648805104296,https://www.spotrac.com/nhl/player/_/id/9301,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,33-124d,May 27 1991,9 Years,US,Colgate,Round 5 (#122 overall) 2010,Colorado Avalanche
Matthew Benning,D,0.1127743165366694,https://www.spotrac.com/nhl/player/_/id/21007,1250000,1.42,1250000,-,2022,4,2,2026,5000000,UFA,30-125d,May 25 1994,6 Years,US,Northeastern,Round 6 (#175 overall) 2012,San Jose Sharks
Logan Stanley,D,0.158124616897515,https://www.spotrac.com/nhl/player/_/id/20302,1250000,1.42,1000000,-,2024,2,2,2026,2500000,UFA,26-123d,May 26 1998,2 Years,CA,Windsor,Round 1 (#18 overall) 2016,Winnipeg Jets
Kirby Dach,C,0.0908712167996064,https://www.spotrac.com/nhl/player/_/id/31627,3362500,3.82,2850000,-,2022,4,2,2026,13450000,UFA,23-247d,Jan 21 2001,3 Years,CA,Saskatoon,Round 1 (#3 overall) 2019,Montreal Canadiens
Philip Broberg,D,0.0723449923519543,https://www.spotrac.com/nhl/player/_/id/31632,4580917,5.21,4580917,-,2024,2,2,2026,9161834,RFA,23-92d,Jun 25 2001,2 Years,SE,AIK,Round 1 (#8 overall) 2019,St. Louis Blues
Vasily Podkolzin,R,0.0569872959919869,https://www.spotrac.com/nhl/player/_/id/31634,1000000,1.14,1000000,-,2024,2,2,2026,2000000,RFA,23-93d,Jun 24 2001,1 Years,RU,St. Petersburg,Round 1 (#10 overall) 2019,Edmonton Oilers
Adam Edstrom,C,0.0652708425093718,https://www.spotrac.com/nhl/player/_/id/31785,846667,0.96,775000,80000,2022,3,1,2025,2540000,RFA,23-348d,Oct 12 2000,,SE,Mora,Round 6 (#161 overall) 2019,New York Rangers
Simon Edvinsson,D,0.1207173925032299,https://www.spotrac.com/nhl/player/_/id/73760,894167,1.02,832500,92500,2023,3,2,2026,5325000,RFA,21-232d,Feb 05 2003,,SE,Frolunda,Round 1 (#6 overall) 2021,Detroit Red Wings
Lane Hutson,D,0.0524014202989054,https://www.spotrac.com/nhl/player/_/id/78372,950000,1.08,855000,95000,2023,3,2,2026,4450000,RFA,20-223d,Feb 14 2004,,US,,Round 2 (#62 overall) 2022,Montreal Canadiens
Liam Ohgren,L,0.0387347005416814,https://www.spotrac.com/nhl/player/_/id/78329,886667,1.01,855000,95000,2024,3,3,2027,4325000,RFA,20-240d,Jan 28 2004,,SE,,Round 1 (#19 overall) 2022,Minnesota Wild
Nicklas Backstrom,C,0.1158561234812444,https://www.spotrac.com/nhl/player/_/id/2168,9200000,10.45,6000000,2000000,2020,5,1,2025,46000000,UFA,36-310d,Nov 23 1987,15 Years,SE,Brynas,Round 1 (#4 overall) 2006,Washington Capitals
Logan Couture,C,0.108817060112312,https://www.spotrac.com/nhl/player/_/id/6376,8000000,9.09,7000000,-,2019,8,3,2027,64000000,UFA,35-184d,Mar 28 1989,13 Years,CA,Ottawa,Round 1 (#9 overall) 2007,San Jose Sharks
Patrick Brown,C,0.0987286355619518,https://www.spotrac.com/nhl/player/_/id/15252,800000,0.91,800000,-,2023,2,1,2025,1600000,UFA,32-121d,May 29 1992,6 Years,,Boston College,Undrafted CAR 2014,Boston Bruins
Ryan Shea,D,0.1344074189635403,https://www.spotrac.com/nhl/player/_/id/49805,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,27-227d,Feb 11 1997,,US,,Round 4 (#121 overall) 2015,Pittsburgh Penguins
Rasmus Kupari,C,0.1231361653615583,https://www.spotrac.com/nhl/player/_/id/27063,1000000,1.14,1100000,-,2023,2,1,2025,2000000,RFA,24-194d,Mar 15 2000,2 Years,FI,Hermes,Round 1 (#20 overall) 2018,Winnipeg Jets
Tyler Kleven,D,0.0735675218616723,https://www.spotrac.com/nhl/player/_/id/62905,916667,1.04,832500,-,2022,3,1,2025,3375000,RFA,22-258d,Jan 10 2002,,US,,Round 2 (#44 overall) 2020,Ottawa Senators
Cutter Gauthier,L,0.0275336353477799,https://www.spotrac.com/nhl/player/_/id/78315,950000,1.08,855000,95000,2023,3,2,2026,5700000,RFA,20-249d,Jan 19 2004,,SE,,Round 1 (#5 overall) 2022,Anaheim Ducks
Tobias Bjornfot,D,0.0570509071242307,https://www.spotrac.com/nhl/player/_/id/31655,775000,0.88,775000,-,2023,2,1,2025,1550000,RFA,23-172d,Apr 06 2001,2 Years,SE,Djurgarden,Round 1 (#22 overall) 2019,Florida Panthers
Mavrik Bourque,C,0.0793058205059788,https://www.spotrac.com/nhl/player/_/id/62887,894167,1.02,832500,-,2022,3,1,2025,2775000,RFA,22-260d,Jan 08 2002,,CA,,Round 1 (#30 overall) 2020,Dallas Stars
Yaroslav Askarov,G,0.7273414572292018,https://www.spotrac.com/nhl/player/_/id/62868,925000,1.05,832500,92500,2025,2,3,2027,4000000,RFA,22-101d,Jun 16 2002,,RU,,Round 1 (#11 overall) 2020,San Jose Sharks
Frederik Andersen,G,0.7155498437474326,https://www.spotrac.com/nhl/player/_/id/10994,3400000,3.86,3100000,-,2023,2,1,2025,6800000,UFA,34-361d,Oct 02 1989,10 Years,DK,Frederikshavn,Round 3 (#87 overall) 2012,Carolina Hurricanes
Justus Annunen,G,0.6803128533491241,https://www.spotrac.com/nhl/player/_/id/27133,837500,0.95,800000,-,2024,2,2,2026,1675000,RFA,24-198d,Mar 11 2000,,FI,Karpat,Round 3 (#64 overall) 2018,Colorado Avalanche
Laurent Brossoit,G,0.6973751105386315,https://www.spotrac.com/nhl/player/_/id/12196,3300000,3.75,2300000,1000000,2024,2,2,2026,6600000,UFA,31-188d,Mar 23 1993,8 Years,CA,Edmonton,Round 6 (#163 overall) 2011,Chicago Blackhawks
Anthony Stolarz,G,0.6840778851986579,https://www.spotrac.com/nhl/player/_/id/10792,2500000,2.84,1750000,1000000,2024,2,2,2026,5000000,UFA,30-250d,Jan 20 1994,5 Years,US,Nebraska-Omaha,Round 2 (#45 overall) 2012,Toronto Maple Leafs
Connor Hellebuyck,G,0.651298663138629,https://www.spotrac.com/nhl/player/_/id/15258,8500000,9.66,5000000,5000000,2024,7,7,2031,59500000,UFA,31-131d,May 19 1993,7 Years,US,Massachusetts-Lowell,Round 5 (#130 overall) 2012,Winnipeg Jets
David Rittich,G,0.6667040020792353,https://www.spotrac.com/nhl/player/_/id/19957,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,32-39d,Aug 19 1992,6 Years,CZ,Mlada Boleslav BK,Undrafted CGY 2016,Los Angeles Kings
Semyon Varlamov,G,0.6312597118883627,https://www.spotrac.com/nhl/player/_/id/6248,2750000,3.13,2750000,-,2023,4,3,2027,11000000,UFA,36-155d,Apr 26 1988,14 Years,RU,Yaroslavl,Round 1 (#23 overall) 2006,New York Islanders
Thatcher Demko,G,0.6412725709346676,https://www.spotrac.com/nhl/player/_/id/18938,5000000,5.68,6000000,-,2021,5,2,2026,25000000,UFA,28-293d,Dec 08 1995,5 Years,US,Boston College,Round 2 (#36 overall) 2014,Vancouver Canucks
Joey Daccord,G,0.6119749225128354,https://www.spotrac.com/nhl/player/_/id/28974,1200000,1.36,1200000,-,2023,2,1,2025,2400000,UFA,28-48d,Aug 09 1996,,US,Arizona State,Undrafted OTT 2019,Seattle Kraken
Sergei Bobrovsky,G,0.6350346056341033,https://www.spotrac.com/nhl/player/_/id/8782,10000000,11.36,5000000,1500000,2019,7,2,2026,70000000,UFA,36-9d,Sep 19 1988,12 Years,RU,Novokuznetsk,Undrafted PHI 2010,Florida Panthers
Linus Ullmark,G,0.618018134211981,https://www.spotrac.com/nhl/player/_/id/15283,5000000,5.68,3500000,1000000,2021,4,1,2025,20000000,UFA,31-58d,Jul 31 1993,8 Years,SE,MODO,Round 6 (#163 overall) 2012,Ottawa Senators
Jordan Binnington,G,0.5744884377306927,https://www.spotrac.com/nhl/player/_/id/10712,6000000,6.82,7500000,-,2021,6,3,2027,36000000,UFA,31-78d,Jul 11 1993,5 Years,CA,Owen Sound,Round 3 (#88 overall) 2011,St. Louis Blues
Joel Hofer,G,0.6176408597410606,https://www.spotrac.com/nhl/player/_/id/27177,775000,0.88,775000,-,2023,2,1,2025,1550000,RFA,24-57d,Jul 30 2000,,CA,Swift Current,Round 4 (#107 overall) 2018,St. Louis Blues
Igor Shesterkin,G,0.5969783900167132,https://www.spotrac.com/nhl/player/_/id/29734,5666667,6.44,6666667,-,2021,4,1,2025,22666667,UFA,28-271d,Dec 30 1995,3 Years,RU,,Round 4 (#118 overall) 2014,New York Rangers
Jonathan Quick,G,0.6170852559514729,https://www.spotrac.com/nhl/player/_/id/6216,1275000,1.45,775000,500000,2024,1,1,2025,1300000,UFA,38-252d,Jan 20 1986,15 Years,US,Massachusetts,Round 3 (#72 overall) 2005,New York Rangers
Charlie Lindgren,G,0.5914205705344537,https://www.spotrac.com/nhl/player/_/id/18890,1100000,1.25,1000000,-,2022,3,1,2025,3300000,UFA,30-283d,Dec 18 1993,6 Years,US,St. Cloud State,Undrafted MTL 2016,Washington Capitals
Pyotr Kochetkov,G,0.6261744488723099,https://www.spotrac.com/nhl/player/_/id/31660,2000000,2.27,1750000,-,2023,4,3,2027,8000000,UFA,25-93d,Jun 25 1999,,RU,Ryazan,Round 2 (#36 overall) 2019,Carolina Hurricanes
Ukko-Pekka Luukkonen,G,0.5862845980330892,https://www.spotrac.com/nhl/player/_/id/26583,4750000,5.4,2750000,2000000,2024,5,5,2029,23750000,UFA,25-201d,Mar 09 1999,3 Years,FI,HPK,Round 2 (#54 overall) 2017,Buffalo Sabres
Cayden Primeau,G,0.5948783986681543,https://www.spotrac.com/nhl/player/_/id/28971,890000,1.01,1100000,-,2022,3,1,2025,2670000,RFA,25-46d,Aug 11 1999,,US,,Round 7 (#199 overall) 2017,Montreal Canadiens
Calvin Pickard,G,0.629156284493355,https://www.spotrac.com/nhl/player/_/id/11883,1000000,1.14,1000000,-,2024,2,2,2026,2000000,UFA,32-165d,Apr 15 1992,8 Years,CA,Seattle,Round 2 (#49 overall) 2010,Edmonton Oilers
Adin Hill,G,0.5990393990365162,https://www.spotrac.com/nhl/player/_/id/18902,4900000,5.57,4200000,-,2023,2,1,2025,9800000,UFA,28-138d,May 11 1996,5 Years,CA,Portland,Round 3 (#76 overall) 2015,Vegas Golden Knights
Ilya Sorokin,G,0.5426791345379922,https://www.spotrac.com/nhl/player/_/id/48849,8250000,9.38,8250000,-,2024,8,8,2032,66000000,UFA,29-54d,Aug 04 1995,2 Years,RU,,Round 3 (#78 overall) 2014,New York Islanders
Daniil Tarasov,G,0.5867286947300048,https://www.spotrac.com/nhl/player/_/id/23808,1050000,1.19,1350000,-,2022,3,1,2025,3150000,RFA,25-183d,Mar 27 1999,2 Years,RU,UFA,Round 3 (#86 overall) 2017,Columbus Blue Jackets
Logan Thompson,G,0.5770529997259841,https://www.spotrac.com/nhl/player/_/id/48850,766666,0.87,775000,-,2022,3,1,2025,2300000,UFA,27-213d,Feb 25 1997,2 Years,CA,,Undrafted VGK 2020,Washington Capitals
Petr Mrazek,G,0.5321854389629413,https://www.spotrac.com/nhl/player/_/id/8433,4250000,4.83,3850000,1000000,2024,2,2,2026,8500000,UFA,32-226d,Feb 14 1992,11 Years,CZ,Ottawa,Round 5 (#141 overall) 2010,Chicago Blackhawks
Connor Ingram,G,0.5559218784944295,https://www.spotrac.com/nhl/player/_/id/20374,1950000,2.22,1950000,-,2023,3,2,2026,5850000,UFA,27-179d,Mar 31 1997,2 Years,CA,Kamloops,Round 3 (#88 overall) 2016,Utah Hockey Club
Joseph Woll,G,0.5834055287080934,https://www.spotrac.com/nhl/player/_/id/20347,766666,0.87,775000,-,2025,3,4,2028,10980000,UFA,26-76d,Jul 12 1998,,US,USA U-18,Round 3 (#62 overall) 2016,Toronto Maple Leafs
Juuse Saros,G,0.5433570590113366,https://www.spotrac.com/nhl/player/_/id/17915,5000000,5.68,5000000,-,2025,8,9,2033,61920000,UFA,29-161d,Apr 19 1995,7 Years,FI,HPK,Round 4 (#99 overall) 2013,Nashville Predators
Jacob Markstrom,G,0.5482977482017336,https://www.spotrac.com/nhl/player/_/id/6833,4125000,4.69,3500000,2500000,2020,6,2,2026,36000000,UFA,34-240d,Jan 31 1990,13 Years,SE,Brynas,Round 2 (#31 overall) 2008,New Jersey Devils
Stuart Skinner,G,0.5653575192746708,https://www.spotrac.com/nhl/player/_/id/23800,2600000,2.95,2500000,-,2023,3,2,2026,7800000,UFA,25-329d,Nov 01 1998,3 Years,CA,Lethbridge,Round 3 (#78 overall) 2017,Edmonton Oilers
Jake Oettinger,G,0.5704451239610814,https://www.spotrac.com/nhl/player/_/id/23705,4000000,4.55,4800000,-,2022,3,1,2025,12000000,RFA,25-282d,Dec 18 1998,3 Years,US,Boston,Round 1 (#26 overall) 2017,Dallas Stars
James Reimer,G,0.5749474871237329,https://www.spotrac.com/nhl/player/_/id/8033,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,36-197d,Mar 15 1988,13 Years,CA,Red Deer,Round 4 (#99 overall) 2006,Buffalo Sabres
Alex Lyon,G,0.541859629100082,https://www.spotrac.com/nhl/player/_/id/18903,900000,1.02,900000,-,2023,2,1,2025,1800000,UFA,31-292d,Dec 09 1992,6 Years,US,Yale,Undrafted PHI 2016,Detroit Red Wings
Tristan Jarry,G,0.5270521722551558,https://www.spotrac.com/nhl/player/_/id/13529,5375000,6.11,5400000,1000000,2023,5,4,2028,26875000,UFA,29-151d,Apr 29 1995,6 Years,,,Round 2 (#44 overall) 2013,Pittsburgh Penguins
Alex Nedeljkovic,G,0.5475885512923182,https://www.spotrac.com/nhl/player/_/id/16543,2500000,2.84,2500000,-,2024,2,2,2026,5000000,UFA,28-263d,Jan 07 1996,4 Years,US,Plymouth,Round 2 (#37 overall) 2014,Pittsburgh Penguins
Lukas Dostal,G,0.5169507183790603,https://www.spotrac.com/nhl/player/_/id/27155,812500,0.92,850000,-,2023,2,1,2025,1625000,RFA,24-95d,Jun 22 2000,2 Years,CZ,Trebic,Round 3 (#85 overall) 2018,Anaheim Ducks
Andrei Vasilevskiy,G,0.5257682002659435,https://www.spotrac.com/nhl/player/_/id/10766,9500000,10.8,5500000,4500000,2020,8,4,2028,76000000,UFA,30-64d,Jul 25 1994,8 Years,RU,UFA,Round 1 (#19 overall) 2012,Tampa Bay Lightning
Devon Levi,G,0.5577744408403099,https://www.spotrac.com/nhl/player/_/id/63073,925000,1.05,832500,92500,2022,3,1,2025,4700000,RFA,22-272d,Dec 27 2001,1 Years,CA,,Round 7 (#212 overall) 2020,Buffalo Sabres
Scott Wedgewood,G,0.5646468239131732,https://www.spotrac.com/nhl/player/_/id/8958,1500000,1.7,1500000,-,2024,2,2,2026,3000000,UFA,32-44d,Aug 14 1992,5 Years,CA,Plymouth,Round 3 (#84 overall) 2010,Nashville Predators
Filip Gustavsson,G,0.5259062399919854,https://www.spotrac.com/nhl/player/_/id/20340,3750000,4.26,4000000,-,2023,3,2,2026,11250000,UFA,26-111d,Jun 07 1998,2 Years,SE,Lulea,Round 2 (#55 overall) 2016,Minnesota Wild
Kaapo Kahkonen,G,0.4955120438137053,https://www.spotrac.com/nhl/player/_/id/25954,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,28-41d,Aug 16 1996,3 Years,FI,Lukko Rauma,Round 4 (#109 overall) 2014,Winnipeg Jets
Elvis Merzlikins,G,0.4811896932040714,https://www.spotrac.com/nhl/player/_/id/28788,5400000,6.14,6000000,-,2022,5,3,2027,27000000,UFA,30-167d,Apr 13 1994,4 Years,LV,,Undrafted CBJ 2019,Columbus Blue Jackets
Marc-Andre Fleury,G,0.5224679612862053,https://www.spotrac.com/nhl/player/_/id/2041,2500000,2.84,2500000,-,2024,1,1,2025,2500000,UFA,39-305d,Nov 28 1984,18 Years,CA,Cape Breton,Round 1 (#1 overall) 2003,Minnesota Wild
Jake Allen,G,0.4896109200620479,https://www.spotrac.com/nhl/player/_/id/11937,3850000,4.38,2300000,1000000,2023,2,1,2025,7700000,UFA,34-52d,Aug 07 1990,9 Years,CA,Montreal,Round 2 (#34 overall) 2008,New Jersey Devils
Karel Vejmelka,G,0.5024843869439666,https://www.spotrac.com/nhl/player/_/id/72871,2725000,3.1,2775000,-,2022,3,1,2025,8175000,UFA,28-124d,May 25 1996,2 Years,CZ,,Undrafted ARI 2021,Utah Hockey Club
Casey DeSmith,G,0.5412521741515799,https://www.spotrac.com/nhl/player/_/id/23829,1000000,1.14,1200000,-,2024,3,3,2027,3000000,UFA,33-46d,Aug 13 1991,4 Years,US,New Hampshire,Undrafted PIT 2017,Dallas Stars
Dustin Wolf,G,0.56196973277455,https://www.spotrac.com/nhl/player/_/id/31838,850000,0.97,850000,-,2024,2,2,2026,1700000,RFA,23-162d,Apr 16 2001,,US,Everett,Round 7 (#214 overall) 2019,Calgary Flames
